死因,年,月,年月日,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80歳以上,不詳,合計
総数,2017,2,2017-02-01,220,26,40,90,149,191,254,361,710,1135,1552,2362,3754,8024,9276,13362,19859,23679,19648,9186,2520,246,130,340,615,1845,3914,11778,22638,74892,37,116435
Se01 結核,2017,2,2017-02-01,0,0,0,0,0,0,0,0,2,1,1,1,6,7,11,15,31,59,37,11,0,0,0,0,0,3,2,13,26,138,0,182
Se02 悪性新生物＜腫瘍＞,2017,2,2017-02-01,7,4,6,9,11,30,47,89,200,383,591,1013,1665,3578,3771,4521,5240,4566,2476,723,107,11,15,41,136,583,1604,5243,8292,13112,2,29039
Se03 食道の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,0,0,0,4,9,19,41,80,149,154,175,154,88,38,8,0,0,0,0,0,13,60,229,329,288,0,919
Se04 胃の悪性新生物＜腫瘍＞,2017,2,2017-02-01,1,0,0,0,1,3,6,11,21,44,52,92,201,453,482,565,649,553,351,94,16,1,0,4,17,65,144,654,1047,1663,0,3595
Se05 結腸の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,1,2,6,16,20,58,81,143,327,304,395,460,450,290,104,12,0,0,1,8,36,139,470,699,1316,0,2669
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,2,3,2,10,32,33,85,112,217,165,177,176,139,68,18,1,0,0,2,5,42,118,329,342,402,0,1240
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,0,1,2,8,10,28,58,134,258,269,391,450,383,157,31,1,0,0,0,3,18,86,392,660,1022,0,2181
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,2,0,0,3,7,11,27,56,131,149,223,293,292,168,72,6,0,0,2,0,10,38,187,372,831,0,1440
Se09 膵の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,0,0,5,10,32,38,111,181,359,385,410,481,372,187,50,5,0,0,0,5,42,149,540,795,1095,0,2626
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,1,2,3,22,41,65,151,293,730,855,916,1086,916,434,108,17,0,0,1,5,63,216,1023,1771,2561,0,5640
Se11 乳房の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,1,6,21,28,69,85,117,102,157,112,117,107,98,80,26,7,0,0,1,27,97,202,259,229,318,0,1133
Se12 子宮の悪性新生物＜腫瘍＞,2017,2,2017-02-01,0,0,0,0,0,1,3,6,11,36,39,45,43,65,44,61,59,43,30,15,1,0,0,1,9,47,84,108,105,148,0,502
Se13 白血病,2017,2,2017-02-01,4,0,1,3,6,4,4,3,9,12,26,28,32,92,97,108,90,75,35,8,1,4,4,10,7,21,54,124,205,209,0,638
Se14 糖尿病,2017,2,2017-02-01,0,0,0,0,1,0,2,2,10,15,27,38,62,125,138,192,241,226,156,61,10,0,0,1,4,25,65,187,330,694,0,1306
Se15 高血圧性疾患,2017,2,2017-02-01,0,0,0,0,0,0,0,0,4,4,8,15,22,45,53,75,141,202,196,115,36,0,0,0,0,8,23,67,128,690,1,917
Se16 心疾患（高血圧性を除く）,2017,2,2017-02-01,6,3,2,4,8,9,24,39,83,130,200,315,539,1061,1289,2037,3289,4266,3814,1812,447,9,6,17,63,213,515,1600,3326,13628,4,19381
Se17 急性心筋梗塞,2017,2,2017-02-01,0,0,0,0,1,2,3,8,27,39,56,87,153,263,316,483,636,679,463,180,25,0,0,3,11,66,143,416,799,1983,1,3422
Se18 その他の虚血性心疾患,2017,2,2017-02-01,0,0,0,0,1,4,5,7,20,27,51,84,134,264,364,476,646,698,476,160,41,0,0,5,12,47,135,398,840,2021,2,3460
Se19 不整脈及び伝導障害,2017,2,2017-02-01,1,0,1,4,2,2,6,8,18,27,32,44,92,181,185,337,511,653,579,232,45,1,5,4,14,45,76,273,522,2020,1,2961
Se20 心不全,2017,2,2017-02-01,2,1,0,0,1,1,5,10,7,18,29,66,105,239,286,540,1090,1722,1874,1046,301,3,0,2,15,25,95,344,826,6033,0,7343
Se21 脳血管疾患,2017,2,2017-02-01,1,1,2,1,1,4,8,23,72,107,129,175,290,582,715,1106,1690,2152,1785,771,151,2,3,5,31,179,304,872,1821,6549,1,9767
Se22 くも膜下出血,2017,2,2017-02-01,0,1,1,0,1,2,5,10,32,35,41,48,67,129,118,122,182,168,98,29,2,1,1,3,15,67,89,196,240,479,0,1091
Se23 脳内出血,2017,2,2017-02-01,0,0,1,1,0,1,3,10,34,58,69,97,145,273,269,401,518,516,365,111,14,0,2,1,13,92,166,418,670,1524,1,2887
Se24 脳梗塞,2017,2,2017-02-01,0,0,0,0,0,1,0,3,4,14,17,23,65,158,306,557,936,1422,1265,609,128,0,0,1,3,18,40,223,863,4360,0,5508
Se25 大動脈瘤及び解離,2017,2,2017-02-01,0,0,0,0,0,0,3,7,9,18,31,41,63,169,168,242,358,373,248,66,11,0,0,0,10,27,72,232,410,1056,0,1807
Se26 肺炎,2017,2,2017-02-01,4,0,1,0,1,0,4,3,7,11,24,38,113,253,432,883,1578,2516,2265,1103,264,4,1,1,7,18,62,366,1315,7726,0,9500
Se27 慢性閉塞性肺疾患,2017,2,2017-02-01,0,1,0,0,0,0,1,0,0,2,4,7,24,85,132,204,369,431,276,74,10,1,0,0,1,2,11,109,336,1160,0,1620
Se28 喘息,2017,2,2017-02-01,0,0,0,1,2,0,1,0,2,1,1,1,3,3,11,12,33,31,46,16,5,0,1,2,1,3,2,6,23,131,0,169
Se29 肝疾患,2017,2,2017-02-01,1,0,0,0,0,1,7,8,26,63,80,98,130,217,165,197,233,162,81,23,4,1,0,1,15,89,178,347,362,503,0,1496
Se30 腎不全,2017,2,2017-02-01,0,0,1,0,0,0,2,3,1,4,15,26,33,97,142,233,434,563,503,208,29,0,1,0,5,5,41,130,375,1737,0,2294
Se31 老衰,2017,2,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,19,53,179,765,1793,2822,2096,944,0,0,0,0,0,0,21,232,8420,1,8674
Se32 不慮の事故,2017,2,2017-02-01,19,2,3,14,20,25,10,37,53,63,94,102,154,287,332,552,717,782,526,208,38,21,17,45,47,116,196,441,884,2271,6,4044
Se33 交通事故,2017,2,2017-02-01,7,0,2,8,6,9,4,8,18,22,25,26,33,38,35,49,43,27,8,1,0,7,10,15,12,40,51,71,84,79,1,370
Se34 自殺,2017,2,2017-02-01,0,0,11,35,77,92,105,86,122,148,128,141,100,141,107,92,88,45,28,7,1,0,46,169,191,270,269,241,199,169,5,1559
総数,2017,3,2017-03-01,219,31,39,98,210,186,307,401,779,1224,1683,2377,4010,8307,9604,14019,20131,24265,20175,9500,2475,250,137,396,708,2003,4060,12317,23623,76546,35,120075
Se01 結核,2017,3,2017-03-01,0,0,0,0,0,0,0,0,1,2,3,1,3,12,10,10,45,54,47,16,4,0,0,0,0,3,4,15,20,166,1,209
Se02 悪性新生物＜腫瘍＞,2017,3,2017-03-01,5,7,9,11,15,24,66,98,257,416,640,1029,1821,3879,4238,4946,5716,4901,2715,763,110,12,20,39,164,673,1669,5700,9184,14205,3,31669
Se03 食道の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,1,0,0,7,12,21,54,98,184,186,186,135,88,34,8,1,0,0,1,0,19,75,282,372,266,0,1015
Se04 胃の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,2,2,11,14,33,42,57,113,210,460,522,613,655,656,336,87,14,0,0,4,25,75,170,670,1135,1748,1,3828
Se05 結腸の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,1,5,8,17,39,58,100,166,334,344,435,523,479,324,117,20,0,0,1,13,56,158,500,779,1463,0,2970
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,1,0,2,0,17,16,48,63,114,186,191,184,212,165,102,23,2,0,0,1,2,33,111,300,375,504,0,1326
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,1,0,0,2,3,7,19,28,60,99,286,324,427,511,391,162,39,2,0,1,0,5,26,88,385,751,1105,0,2361
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,0,0,3,3,8,17,16,64,144,186,244,337,280,196,63,7,0,0,0,3,11,33,208,430,883,0,1568
Se09 膵の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,0,1,4,11,28,64,117,192,412,403,502,489,399,179,62,6,0,0,0,5,39,181,604,905,1135,0,2869
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,1,1,5,24,38,89,161,323,790,902,1026,1196,1008,486,110,20,0,0,1,6,62,250,1113,1928,2820,2,6182
Se11 乳房の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,0,8,16,44,61,72,81,114,196,132,134,106,97,94,24,5,0,0,0,24,105,153,310,266,326,0,1184
Se12 子宮の悪性新生物＜腫瘍＞,2017,3,2017-03-01,0,0,0,0,0,1,4,12,20,35,44,37,50,69,58,57,72,54,32,14,1,0,0,1,16,55,81,119,115,173,0,560
Se13 白血病,2017,3,2017-03-01,2,1,2,3,3,5,10,3,11,14,11,29,44,95,108,106,138,94,37,9,0,3,5,8,13,25,40,139,214,278,0,725
Se14 糖尿病,2017,3,2017-03-01,0,1,0,1,1,0,2,3,7,22,27,35,66,128,139,157,265,252,155,71,13,1,1,1,5,29,62,194,296,756,0,1345
Se15 高血圧性疾患,2017,3,2017-03-01,0,0,0,0,0,0,1,1,5,2,9,14,21,31,54,88,119,182,192,116,41,0,0,0,2,7,23,52,142,650,1,877
Se16 心疾患（高血圧性を除く）,2017,3,2017-03-01,2,0,2,8,8,10,25,38,86,140,216,292,478,1023,1255,2057,3149,4281,3817,1744,434,2,10,18,63,226,508,1501,3312,13425,4,19069
Se17 急性心筋梗塞,2017,3,2017-03-01,0,0,0,1,0,0,4,7,19,47,65,86,113,270,327,455,592,653,421,143,26,0,1,0,11,66,151,383,782,1835,0,3229
Se18 その他の虚血性心疾患,2017,3,2017-03-01,0,0,0,1,1,1,6,8,22,32,56,74,140,262,360,496,627,656,449,158,34,0,1,2,14,54,130,402,856,1924,0,3383
Se19 不整脈及び伝導障害,2017,3,2017-03-01,0,0,0,2,4,4,6,9,16,29,32,52,72,166,173,305,452,693,595,258,45,0,2,8,15,45,84,238,478,2043,1,2914
Se20 心不全,2017,3,2017-03-01,1,0,0,2,1,3,4,7,15,17,44,51,98,220,283,580,1071,1757,1879,990,290,1,2,4,11,32,95,318,863,5987,2,7315
Se21 脳血管疾患,2017,3,2017-03-01,0,0,0,1,2,6,4,23,71,117,158,191,303,581,663,1201,1764,2200,1780,756,151,0,1,8,27,188,349,884,1864,6651,4,9976
Se22 くも膜下出血,2017,3,2017-03-01,0,0,0,1,1,3,2,12,31,42,46,59,77,114,114,142,177,174,89,32,4,0,1,4,14,73,105,191,256,476,1,1121
Se23 脳内出血,2017,3,2017-03-01,0,0,0,0,0,3,1,10,36,64,94,102,147,276,270,444,601,591,371,113,19,0,0,3,11,100,196,423,714,1695,1,3143
Se24 脳梗塞,2017,3,2017-03-01,0,0,0,0,1,0,0,0,3,9,13,25,71,178,261,579,945,1381,1273,591,125,0,0,1,0,12,38,249,840,4315,2,5457
Se25 大動脈瘤及び解離,2017,3,2017-03-01,0,0,0,0,0,2,2,5,8,21,26,43,73,147,154,253,336,397,257,79,5,0,0,2,7,29,69,220,407,1074,0,1808
Se26 肺炎,2017,3,2017-03-01,1,1,0,2,1,1,4,3,9,11,22,37,103,243,372,860,1583,2390,2153,1049,233,2,2,2,7,20,59,346,1232,7408,1,9079
Se27 慢性閉塞性肺疾患,2017,3,2017-03-01,0,0,0,1,0,0,0,0,0,0,2,9,21,67,143,227,383,450,283,86,14,0,1,0,0,0,11,88,370,1216,0,1686
Se28 喘息,2017,3,2017-03-01,0,0,0,0,0,0,0,1,1,2,0,2,4,7,6,13,20,32,43,19,6,0,0,0,1,3,2,11,19,120,0,156
Se29 肝疾患,2017,3,2017-03-01,0,0,0,1,1,0,4,15,22,46,76,108,157,217,192,189,225,184,87,29,1,0,1,1,19,68,184,374,381,526,0,1554
Se30 腎不全,2017,3,2017-03-01,1,0,0,0,0,0,0,1,4,5,11,18,46,116,128,235,404,614,534,211,38,1,0,0,1,9,29,162,363,1801,0,2366
Se31 老衰,2017,3,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,1,10,51,213,773,1864,3043,2285,929,0,0,0,0,0,1,11,264,8894,0,9170
Se32 不慮の事故,2017,3,2017-03-01,22,5,7,22,37,21,28,31,50,74,73,96,117,272,316,470,688,772,560,206,41,27,29,58,59,124,169,389,786,2267,1,3909
Se33 交通事故,2017,3,2017-03-01,4,2,1,8,21,13,11,22,18,29,18,21,17,44,38,40,53,32,7,2,0,6,9,34,33,47,39,61,78,94,0,401
Se34 自殺,2017,3,2017-03-01,0,0,6,31,115,85,117,116,133,168,172,144,146,168,133,118,88,63,27,8,0,0,37,200,233,301,316,314,251,186,2,1840
総数,2017,4,2017-04-01,205,33,38,114,188,184,285,403,773,1194,1474,2262,3706,7506,8635,12551,18288,21505,17903,8532,2294,238,152,372,688,1967,3736,11212,21186,68522,26,108099
Se01 結核,2017,4,2017-04-01,0,0,0,0,0,0,0,0,1,1,1,0,5,4,12,17,30,53,40,13,1,0,0,0,0,2,1,9,29,137,0,178
Se02 悪性新生物＜腫瘍＞,2017,4,2017-04-01,4,8,7,12,11,17,49,91,216,395,559,978,1759,3603,3870,4672,5457,4522,2582,726,99,12,19,28,140,611,1537,5362,8542,13386,3,29640
Se03 食道の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,1,0,0,1,1,2,10,19,45,79,149,164,148,146,90,34,9,2,0,1,0,2,12,64,228,312,281,0,900
Se04 胃の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,1,1,10,8,27,30,46,107,191,427,494,563,651,597,351,112,11,0,0,2,18,57,153,618,1057,1722,0,3627
Se05 結腸の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,1,1,7,7,19,50,53,87,143,282,323,426,472,478,330,113,20,0,0,2,14,69,140,425,749,1413,2,2814
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,0,1,1,8,11,25,29,64,120,195,188,178,189,135,85,25,5,0,0,1,9,36,93,315,366,439,0,1259
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,4,2017-04-01,1,0,0,0,0,0,2,1,6,8,24,57,108,247,285,375,492,366,165,31,4,1,0,0,3,14,81,355,660,1058,0,2172
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,0,0,1,0,4,5,9,30,63,124,144,230,302,301,179,50,11,0,0,0,1,9,39,187,374,843,0,1453
Se09 膵の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,1,1,1,4,9,19,56,82,179,397,390,440,501,362,184,43,4,0,0,2,5,28,138,576,830,1094,0,2673
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,0,0,3,6,23,56,77,126,344,779,847,1052,1174,851,421,116,14,0,0,0,9,79,203,1123,1899,2576,1,5890
Se11 乳房の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,0,1,4,15,27,59,81,110,140,160,115,118,120,77,72,25,7,0,0,1,19,86,191,300,233,301,0,1131
Se12 子宮の悪性新生物＜腫瘍＞,2017,4,2017-04-01,0,0,0,0,0,1,2,7,16,38,43,56,48,68,51,56,47,51,45,8,0,0,0,1,9,54,99,116,107,151,0,537
Se13 白血病,2017,4,2017-04-01,2,5,2,6,3,4,1,9,10,11,10,21,32,78,86,107,107,94,46,9,1,7,8,7,10,21,31,110,193,257,0,644
Se14 糖尿病,2017,4,2017-04-01,0,0,0,0,0,0,2,1,6,17,14,27,56,95,113,160,212,233,155,46,12,0,0,0,3,23,41,151,273,658,0,1149
Se15 高血圧性疾患,2017,4,2017-04-01,0,0,0,0,0,0,0,0,2,6,9,8,16,28,38,67,117,170,143,109,26,0,0,0,0,8,17,44,105,565,0,739
Se16 心疾患（高血圧性を除く）,2017,4,2017-04-01,5,1,5,6,8,10,21,39,77,127,214,281,416,876,1035,1706,2788,3587,3386,1602,382,6,11,18,60,204,495,1292,2741,11745,2,16574
Se17 急性心筋梗塞,2017,4,2017-04-01,0,0,0,0,0,0,2,5,14,33,65,76,137,226,237,387,547,566,362,129,22,0,0,0,7,47,141,363,624,1626,0,2808
Se18 その他の虚血性心疾患,2017,4,2017-04-01,0,0,0,0,1,3,6,10,15,31,59,77,98,244,249,392,561,505,381,122,29,0,0,4,16,46,136,342,641,1598,1,2784
Se19 不整脈及び伝導障害,2017,4,2017-04-01,0,0,2,3,5,3,6,8,14,28,32,57,63,135,161,263,422,492,505,170,39,0,5,8,14,42,89,198,424,1628,1,2409
Se20 心不全,2017,4,2017-04-01,0,0,1,1,1,3,4,10,19,19,43,39,81,170,250,489,959,1584,1746,1019,261,0,2,4,14,38,82,251,739,5569,0,6699
Se21 脳血管疾患,2017,4,2017-04-01,0,1,1,1,2,4,16,30,69,112,127,172,255,539,619,1055,1648,1981,1620,719,156,1,2,6,46,181,299,794,1674,6124,0,9127
Se22 くも膜下出血,2017,4,2017-04-01,0,1,1,1,1,1,9,13,29,53,53,47,66,92,90,121,168,147,67,33,5,1,2,2,22,82,100,158,211,420,0,998
Se23 脳内出血,2017,4,2017-04-01,0,0,0,0,1,2,6,10,32,53,63,92,130,240,257,358,460,512,337,94,21,0,0,3,16,85,155,370,615,1424,0,2668
Se24 脳梗塞,2017,4,2017-04-01,0,0,0,0,0,1,1,5,7,6,9,29,53,193,253,552,968,1274,1181,573,125,0,0,1,6,13,38,246,805,4121,0,5230
Se25 大動脈瘤及び解離,2017,4,2017-04-01,0,0,0,0,0,0,3,5,10,25,20,36,47,123,137,183,281,353,228,93,10,0,0,0,8,35,56,170,320,965,0,1554
Se26 肺炎,2017,4,2017-04-01,4,1,0,0,1,0,4,6,6,11,16,39,96,224,368,719,1443,2067,1919,887,228,5,0,1,10,17,55,320,1087,6544,0,8039
Se27 慢性閉塞性肺疾患,2017,4,2017-04-01,0,0,0,0,0,0,0,0,0,0,1,7,16,62,127,221,327,459,263,80,18,0,0,0,0,0,8,78,348,1147,0,1581
Se28 喘息,2017,4,2017-04-01,0,0,0,0,0,0,0,1,0,3,0,4,6,5,11,14,27,30,38,16,8,0,0,0,1,3,4,11,25,119,0,163
Se29 肝疾患,2017,4,2017-04-01,2,0,0,0,2,0,6,12,34,41,75,98,127,196,163,154,202,155,58,28,2,2,0,2,18,75,173,323,317,445,0,1355
Se30 腎不全,2017,4,2017-04-01,0,0,0,1,0,0,0,3,5,6,7,13,46,94,125,212,402,556,425,193,38,0,1,0,3,11,20,140,337,1614,0,2126
Se31 老衰,2017,4,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,11,47,173,604,1638,2592,2028,888,0,0,0,0,0,0,12,220,7750,1,7983
Se32 不慮の事故,2017,4,2017-04-01,14,4,4,15,25,25,24,33,62,70,56,82,119,222,256,388,520,570,401,169,30,18,19,50,57,132,138,341,644,1690,4,3093
Se33 交通事故,2017,4,2017-04-01,1,1,0,12,18,15,10,8,15,29,19,16,26,35,32,39,44,28,10,2,0,2,12,33,18,44,35,61,71,84,1,361
Se34 自殺,2017,4,2017-04-01,0,0,7,48,110,95,109,118,157,165,136,152,133,148,128,118,102,52,23,7,2,0,55,205,227,322,288,281,246,186,3,1813
総数,2017,5,2017-05-01,194,28,33,67,164,190,292,430,742,1130,1640,2252,3654,7626,8885,12457,17633,21169,17560,8321,2210,222,100,354,722,1872,3892,11280,21342,66893,37,106714
Se01 結核,2017,5,2017-05-01,0,0,0,0,0,0,0,1,1,1,2,2,2,6,10,25,32,62,44,17,1,0,0,0,1,2,4,8,35,156,0,206
Se02 悪性新生物＜腫瘍＞,2017,5,2017-05-01,6,5,9,12,11,16,73,90,210,370,626,1065,1757,3794,4078,4977,5460,4883,2627,782,117,11,21,27,163,580,1691,5551,9055,13869,0,30968
Se03 食道の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,0,1,0,5,10,11,39,83,168,176,177,114,85,44,15,1,0,0,0,1,15,50,251,353,259,0,929
Se04 胃の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,1,0,3,7,10,30,45,43,106,181,450,482,613,645,605,362,102,8,0,1,3,17,75,149,631,1095,1722,0,3693
Se05 結腸の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,1,3,0,4,11,22,35,48,98,134,310,372,413,488,490,320,125,24,0,1,3,15,57,146,444,785,1447,0,2898
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,2,4,6,8,20,32,66,103,224,156,189,193,134,82,28,3,0,0,2,10,28,98,327,345,440,0,1250
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,0,3,2,7,9,34,59,121,247,294,395,442,408,153,43,8,0,0,0,5,16,93,368,689,1054,0,2225
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,0,1,0,2,4,10,33,51,117,151,245,305,311,185,57,4,0,0,0,1,6,43,168,396,862,0,1476
Se09 膵の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,1,0,0,0,2,2,12,22,56,92,178,407,421,484,503,384,214,51,7,0,1,0,4,34,148,585,905,1159,0,2836
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,0,4,8,24,33,95,151,316,786,954,1129,1167,984,474,109,23,0,0,0,12,57,246,1102,2083,2757,0,6257
Se11 乳房の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,2,7,11,33,60,81,127,136,183,113,127,124,121,66,33,4,0,0,2,18,93,208,319,240,348,0,1228
Se12 子宮の悪性新生物＜腫瘍＞,2017,5,2017-05-01,0,0,0,0,0,0,10,9,13,24,41,46,58,70,66,71,56,76,36,4,2,0,0,0,19,37,87,128,137,174,0,582
Se13 白血病,2017,5,2017-05-01,3,1,3,1,3,2,5,6,7,10,22,26,46,87,78,109,137,104,46,10,1,4,4,5,11,17,48,133,187,298,0,707
Se14 糖尿病,2017,5,2017-05-01,0,0,0,0,0,1,0,5,7,8,29,25,45,103,129,149,208,198,132,43,8,0,0,1,5,15,54,148,278,589,0,1090
Se15 高血圧性疾患,2017,5,2017-05-01,0,0,0,0,0,0,0,0,3,8,7,11,10,36,38,60,88,141,166,98,24,0,0,0,0,11,18,46,98,517,0,690
Se16 心疾患（高血圧性を除く）,2017,5,2017-05-01,6,1,1,5,10,16,16,44,85,158,189,234,390,777,979,1508,2458,3432,3194,1527,373,7,6,26,60,243,423,1167,2487,10984,3,15406
Se17 急性心筋梗塞,2017,5,2017-05-01,0,0,0,0,1,0,2,7,27,39,56,74,132,223,226,325,451,498,352,120,32,0,0,1,9,66,130,355,551,1453,0,2565
Se18 その他の虚血性心疾患,2017,5,2017-05-01,0,0,0,0,3,1,6,11,12,46,54,52,94,201,258,330,427,496,302,136,28,0,0,4,17,58,106,295,588,1389,1,2458
Se19 不整脈及び伝導障害,2017,5,2017-05-01,1,0,1,3,2,6,6,9,21,23,29,35,70,134,148,218,336,497,453,199,29,1,4,8,15,44,64,204,366,1514,0,2220
Se20 心不全,2017,5,2017-05-01,0,0,0,1,2,3,1,8,7,25,21,39,56,144,225,443,943,1508,1703,900,254,0,1,5,9,32,60,200,668,5308,2,6285
Se21 脳血管疾患,2017,5,2017-05-01,1,0,1,1,0,4,10,20,75,105,135,166,275,521,645,1044,1586,1974,1536,710,166,1,2,4,30,180,301,796,1689,5972,0,8975
Se22 くも膜下出血,2017,5,2017-05-01,0,0,1,0,0,2,3,10,35,37,47,47,70,104,88,140,145,141,91,33,11,0,1,2,13,72,94,174,228,421,0,1005
Se23 脳内出血,2017,5,2017-05-01,1,0,0,1,0,2,7,9,35,61,70,94,138,230,242,332,469,506,340,97,15,1,1,2,16,96,164,368,574,1427,0,2649
Se24 脳梗塞,2017,5,2017-05-01,0,0,0,0,0,0,0,0,3,7,14,21,57,171,300,549,934,1286,1067,558,137,0,0,0,0,10,35,228,849,3982,0,5104
Se25 大動脈瘤及び解離,2017,5,2017-05-01,0,0,0,0,0,2,1,4,10,15,20,30,35,115,129,158,272,300,193,62,3,0,0,2,5,25,50,150,287,830,0,1349
Se26 肺炎,2017,5,2017-05-01,4,1,0,2,0,0,1,5,6,14,20,36,97,213,344,693,1387,2015,1824,858,209,5,2,0,6,20,56,310,1037,6293,2,7731
Se27 慢性閉塞性肺疾患,2017,5,2017-05-01,0,0,0,0,0,0,1,0,1,0,5,2,25,61,120,205,322,399,223,69,12,0,0,0,1,1,7,86,325,1025,0,1445
Se28 喘息,2017,5,2017-05-01,0,0,0,0,0,0,2,1,0,2,4,4,1,10,6,7,19,24,33,17,4,0,0,0,3,2,8,11,13,97,0,134
Se29 肝疾患,2017,5,2017-05-01,2,0,0,0,1,1,5,11,36,49,72,104,128,167,157,209,222,149,80,15,6,2,0,2,16,85,176,295,366,472,0,1414
Se30 腎不全,2017,5,2017-05-01,0,0,0,0,0,0,0,0,4,8,11,11,26,88,120,197,365,485,428,163,30,0,0,0,0,12,22,114,317,1471,0,1936
Se31 老衰,2017,5,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,17,50,141,616,1594,2597,1947,829,0,0,0,0,0,0,20,191,7583,0,7794
Se32 不慮の事故,2017,5,2017-05-01,15,7,1,7,33,16,23,26,37,55,53,92,112,196,245,331,514,539,420,147,26,22,8,49,49,92,145,308,576,1646,3,2898
Se33 交通事故,2017,5,2017-05-01,4,5,0,5,18,13,12,12,13,21,12,21,23,27,51,39,50,39,15,1,0,9,5,31,24,34,33,50,90,105,1,382
Se34 自殺,2017,5,2017-05-01,0,0,9,28,89,100,108,152,140,159,196,143,135,201,143,137,99,53,30,11,4,0,37,189,260,299,339,336,280,197,10,1947
総数,2017,6,2017-06-01,193,31,26,96,165,173,259,377,708,1120,1520,2046,3414,6983,8184,11419,16486,19403,16164,7355,1906,224,122,338,636,1828,3566,10397,19603,61314,45,98073
Se01 結核,2017,6,2017-06-01,0,0,0,0,0,0,1,0,2,0,0,1,4,6,8,14,43,47,44,14,1,0,0,0,1,2,1,10,22,149,0,185
Se02 悪性新生物＜腫瘍＞,2017,6,2017-06-01,7,10,6,8,18,19,45,89,206,392,620,962,1751,3589,3965,4769,5402,4701,2643,715,88,17,14,37,134,598,1582,5340,8734,13549,3,30008
Se03 食道の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,0,0,1,4,6,29,50,74,168,182,172,143,80,30,10,1,0,0,0,1,10,79,242,354,264,0,950
Se04 胃の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,3,6,12,20,37,70,95,230,440,482,559,659,583,342,99,5,0,0,3,18,57,165,670,1041,1688,1,3643
